,index,table_title
17203,17203,Table 3 Predictors of MACE and CTEs in All Randomized Patients
17204,17204,Table 4 Ischemic and Bleeding Outcomes in All Randomized Patients According to PCI Complexity and DAPT Duration
17205,17205,Table 5 Effect of Long- Versus Short-Term DAPT on Risk of MACE Across Clinical Subsets Within the Complex and Noncomplex PCI Groups
17206,17206,Table 1 Baseline Characteristics (N= 101) ∗
17207,17207,Table 2 PITX2 mRNA Expression in Left Atrial Appendages From AF Ablation Patients ∗
17208,17208,Table 3 Effect of Flecainide on Refractoriness and Repolarization in Mouse Hearts
17209,17209,Table 4 Electrophysiological Effects of Sotalol
17210,17210,Table 5 Electrophysiological Effects of Reduced Sodium Conductance in a Human Atrial Model
17211,17211,Table 6 Electrical Activation Time and Conduction Velocity in Isolated Atria in the Presence of Flecainide (1 μmol/l)
17212,17212,Table 1 Characteristics of Patients Before LVAD Implantation
17213,17213,Table 2 Hemodynamic and Biochemical Profile of Study Subjects
17214,17214,Table 3 Serial Echocardiographic Assessment of the Effects of LVAD Unloading on Structure and Systolic Function in Ischemic and Nonischemic Cardiomyopathy
17215,17215,Table 4 Serial Echocardiographic Assessment of the Effects of LVAD Unloading on Left Ventricular Diastolic Function in Ischemic and Nonischemic Cardiomyopathy
17216,17216,Table 1 Baseline Characteristics
17217,17217,Table 2 Adverse Events After Thoracoscopic Ablation for Atrial Fibrillation
17218,17218,Table 3 Patient Deaths
17219,17219,Table 1 Baseline Characteristics of Patients With Antemortem Diagnosis of ATTRwt (N = 360)
17220,17220,Table 2 Echocardiographic Findings (Within 6 Months of Diagnosis)
17221,17221,Table 1 Characteristics of Public Cardiac Arrests ∗
17222,17222,Table 2 Public OHCAs
17223,17223,Table 5 OHCA Coverage Loss of Registered AEDs According to Location Type
17224,17224,"Table 1 Risk Factors in the Analysis, Exposure Metrics, TMRED, and Disease Outcome"
17225,17225,"Table 2 Covariate-Adjusted Distribution of the Systolic Blood Pressure, Body Mass Index, Smoking, and Physical Activity Over Time ∗  †"
17226,17226,Table 1 Baseline Characteristics
17227,17227,Table 2 Selected Management: Derivation Cohort
17228,17228,Table 3 Baseline Characteristics (Continuous Variable) per In-Hospital Mortality
17229,17229,Table 4 Bivariate Relationship Between Categorical Variables and In-Hospital Mortality
17230,17230,Table 5 Multivariate Model of In-Hospital Mortality
17231,17231,Table 5 Univariate and Multivariate Analysis of Predictors of Survival∗
17232,17232,Table 1 Baseline Characteristics of the Patients Presenting With or Without Aborted Sudden Cardiac Death
17233,17233,Table 2 Events in Patients With or Without Aborted Sudden Cardiac Death
17234,17234,Table 1 Baseline Characteristics in Patients Receiving Treatment
17235,17235,Table 2 Unadjusted and Multivariable Treatment Models
17236,17236,Table 1 Baseline Characteristics and Pre-Procedural Echocardiographic Data
17237,17237,Table 2 Hemodynamic Data Obtained in Cardiac Catheterization Laboratory Before and After Percutaneous Mitral Plication
17238,17238,Table 1 Baseline Clinical Characteristics Stratified by Patients With and Without OHCA
17239,17239,Table 2 Discharge Interventions Stratified by Patients With and Without OHCA ∗
17240,17240,Table 1 Patient Characteristics and Management
17241,17241,Table 2 Primary and Key Secondary Outcomes at 6-Month Follow-Up
17242,17242,Table 3 6-Month Outcomes: STEMI and NSTEMI Subgroups
17243,17243,Table 1 Baseline Patient Characteristics
17244,17244,Table 2 Echocardiographic Data (n = 564)
17245,17245,Table 2 30-Day MACE
17246,17246,Table 3 Algorithmic Diagnostic Accuracy for 30-Day MACE
17247,17247,Table 4 Algorithmic Diagnostic Accuracy for 30-Day MACE Without UA
17248,17248,Table 1 Clinical Characteristics of the Study Population
17249,17249,"Table 2 Clinical Characteristics in Subgroups, According to Symptoms"
17250,17250,Table 3 Electrocardiographic Parameters
17251,17251,Table 4 Clinical and Electrocardiographic Characteristics of Patients With and Without Significant S Waves in Lead I
17252,17252,Table 5 Probability of VF/SCD During Follow-Up Depending on Clinical and Electrocardiographic Parameters at Presentation: Univariate and Multivariate Analysis
17253,17253,Table 1 Baseline Characteristics
17254,17254,Table 2 Echocardiographic Parameters
17255,17255,Table 3 CMR Parameters
17256,17256,Table 4 Independent Determinant of Presence of Angina
17257,17257,MPRI Contributing Factors
17258,17258,Table 1 Patient Demographics (n = 564)
17259,17259,Table 3 Procedural and In-Hospital Outcomes
17260,17260,Table 5 Procedural Results and Outcomes According to Post-Implantation Mitral Regurgitation
17261,17261,Table 6 Registries of Transcatheter Mitral Valve Repair With the MitraClip
17262,17262,Table 1 Baseline Characteristics at Time of Index MI
17263,17263,Table 2 Clinical Characteristics at Time of Index MI
17264,17264,Table 3 Clinical Characteristics at Time of Index MI: Derivation and Validation Cohorts
17265,17265,Table 4 EF Recovery to >35% 90 Days After MI
17266,17266,Table 5 EF Recovery to ≥50% 90 Days After MI
17267,17267,Table 6 Baseline Characteristics at Time of Index MI: Derivation and Validation Cohorts
17268,17268,Table 1 Baseline and Procedural Characteristics According to Prior Stent Implantation
17269,17269,Table 2 Angiographic Findings and Invasive Management of Patients With Perioperative Myocardial Infarction
17270,17270,Table 1 Patient Characteristics Across Individual Trials
17271,17271,Table 2 Patient Characteristics Across Treatment Strategies
17272,17272,Table 3 Composite Outcomes and Recurrent Ischemic Stroke (Intention-to-Treat Analyses)
17273,17273,Table 4 Composite Outcomes and Recurrent Stroke (As-Treated Analyses)
17274,17274,Table 5 Safety Outcomes (As-Treated Analyses) ∗
17275,17275,Table 1 Baseline Characteristics of HF Patients Who Underwent Bariatric Surgery (n = 524)
17276,17276,Table 2 Rates of ED Visits or Hospitalizations for HF Exacerbation
17277,17277,"Table 3 Rate Ratios for ED Visits and Hospitalizations for HF Exacerbation, Using Negative Binomial Regression Model"
17278,17278,"Table 4 Rates of ED Visits or Hospitalizations for COPD, Pneumonia, or Dyspnea"
17279,17279,Table 5 Rates of ED Visits or Hospitalizations for HF Exacerbation: Patients Who Underwent Nonbariatric Surgery
17280,17280,Table 1 Baseline Characteristics
17281,17281,Table 2 Procedural Data
17282,17282,Table 3 12-Month Rhythm Outcome According to Number of Ablations
17283,17283,"Table 1 Demographic Data, Familial Evaluation Results, and Index Presentation for the Included Post-Mortem BrS, Post-Mortem Control, and In Vivo BrS Cases"
17284,17284,"Table 2 Univariable and Multivariate Regression Analysis of Proportional Collagen Content, as Evaluated by Morphometric Analysis of PSR Staining in BrS Cases Versus Control Hearts"
17285,17285,Table 3 Multivariable Regression Analysis of Proportional Connexin43 Content in BrS Post-Mortem Cases Versus Control Hearts
17286,17286,Table 1 Causes of Arrhythmia-Induced Cardiomyopathy
17287,17287,Table 2 An Example of the Clinical Course of AIC When the Culprit Arrhythmia Was Not Eliminated: A 54-Year-Old Man With AF and LVEF of 30%
17288,17288,Table 1 Clinical and Echocardiographic Characteristics (N = 146)
17289,17289,Table 2 Surgical Data
17290,17290,Table 3 Kaplan-Meier Estimates ∗
17291,17291,Table 2 Surgical Features (N = 195)
17292,17292,Table 3 Univariate and Multivariate Predictors of Overall Mortality
17293,17293,Table 1 Most Common TTR Mutations Identified in Patients With Symptomatic Amyloidosis
17294,17294,Table 2 Selected Trials for TTR Amyloidosis
17295,17295,"28 Clinical Reports of Combining TTM and Early Coronary Angiography in Resuscitated, But Comatose Patients With STEMI on the ECG"
17296,17296,Table 2 Angiographic Findings in Patients With Cardiac Arrest and No ST-Segment Elevation on ECG
17297,17297,Table 3 Outcomes of Patients With Cardiac Arrest Referred for Coronary Angiography
17298,17298,Table 1 Patients' Baseline Characteristics
17299,17299,"Table 2 Types of Major Infection During Index Hospitalization and Rehospitalization (N = 4,320)"
17300,17300,Table 3 Mean Extra Costs and Length of Stay During Index Hospitalization
17301,17301,Table 4 Mean Costs and Length of Stay of Readmission
17302,17302,Table 1 Baseline Clinical and Procedural Characteristics of the Study Population According to Year of Implantation
17303,17303,Table 2 Clinical Characteristics and Outcomes of Patients According to ICD Indication
17304,17304,Table 3 Univariate Cox Regression Analysis Among Patients Experiencing Appropriate Shocks
17305,17305,Table 4 Clinical Characteristics of Patients Experiencing Electrical Storm
17306,17306,Table 1 Predictors of Mortality During Follow-Up in Patients With Acute Heart Failure
17307,17307,Table 2 Predictors of Short-Term Mortality in Patients With Ventricular Arrhythmia–Induced Cardiac Arrest
17308,17308,Table 1 Main Demographic and Utstein Data
17309,17309,Table 2 NSE Cutoff Values
17310,17310,Table 3 Multivariable Analysis With NSE and Clinical Variables
17311,17311,Table 1 Baseline Clinical and Echocardiographic Characteristics (N = 7)
17312,17312,Table 2 Post-Procedural and In-Hospital Outcomes (N = 7)
17313,17313,Table 3 30-Day Follow-Up Outcomes (N = 7)
17314,17314,"Table 4 Individual Changes in TR Severity, RV Function, Exercise Capacity, and Quality of Life"
17315,17315,Table 1 Patient Characteristics (N = 24)
17316,17316,Table 2 ECG Characteristics During VAs
17317,17317,Table 1 Baseline Characteristics of Patients Referred and Not Referred to Cardiac Rehabilitation After PCI Within the Overall Population
17318,17318,Table 2 Multivariate Predictors of Referral to Cardiac Rehabilitation After PCI in the Overall Population
17319,17319,"Table 1 Characteristics of Patients With Acute Myocardial Infarction, 2005 to 2011"
17320,17320,Table 1 Baseline Characteristics
17321,17321,Table 2 Weight Loss
17322,17322,Table 3 Weight Fluctuation
17323,17323,Table 1 Patient Characteristics in BAV Study Population (N = 20)
17324,17324,"Table 2 Association Between Randomization, 1 Year, Change from Randomization to 1 Year in OxPL-apoB, and Clinical Outcomes ∗"
17325,17325,"Table 1 Baseline Characteristics of Patients, Procedures, In-Hospital Adverse Events, and Hospitals ∗"
17326,17326,Table 2 Association of LOS on Time-to-Event Within 30 Days ∗
17327,17327,Table 3 Association of Selected Covariates on LOS ∗
17328,17328,Table 4 Association of Each LOS Day on Time-to-Event Within 30-Days ∗
17329,17329,Table 1 Description of Included Studies
17330,17330,Table 1 Characteristics of Patients at Baseline and Day 14 After Discharge With Incident AF Diagnosis
17331,17331,Table 2 Event Rates Per 100 PYs at 1 Year and Full Follow-Up According to Treatment Strategy Initiated at Day 14 After Discharge With Incident AF
17332,17332,Table 1 Patient Characteristics (N = 212)
17333,17333,Table 1 Survey of Screening Guidelines: Results of Survey Assessing Compliance With Pre-Participation Screening Guidelines Among Participants in the 2013 Tel Aviv Marathon
17334,17334,Table 1 Baseline Patient Characteristics
17335,17335,Table 2 Characteristics of Revascularization Procedures
17336,17336,Table 3 Use of Antiplatelet Agents During Follow-Up
17337,17337,Table 4 Cumulative Incidence of Clinical Events Up to 1 Year
17338,17338,Table 5 Cumulative Incidence of Stent Thrombosis Up to 1 Year
17339,17339,Table 6 Clinical and Angiographic Details of the 7 Patients Who Had Longitudinal Stent Deformation During the Procedure
17340,17340,Table 1 Baseline Demographics
17341,17341,Table 2 Caval-Aortic Transcatheter Aortic Valve Replacement Details
17342,17342,Table 3 In-Hospital and 30-Day Outcomes
17343,17343,Table 1 Study Demographics
17344,17344,Table 2 Demographics of Patients With Sustained and Self-Limited VF
17345,17345,Table 1 Some Circulating miRNAs Found Associated With the Enlarged Heart
17346,17346,Table 2 Effects of the Administration of Some miRNAs and Anti-miRNAs on the Cardiovascular System in Animal Models
17347,17347,Characteristics of Study Population
17348,17348,Table 1 Baseline Patient Characteristics
17349,17349,Table 1 Summaries of Patient Characteristics for Studies Included in Meta-Analysis
17350,17350,Table 2 Meta-Analytic Summaries of Test Performance by Predictor Category
17351,17351,Table 1 Cardiac Structural Athletic Adaptations: 35 Years of Research
17352,17352,Table 2 Reasons CV Specialists See Athletic Patients
17353,17353,Table 3 Controversies in Sports and Exercise Cardiology
17354,17354,Table 4 New Paradigm: Cardiovascular Care of Athletes
17355,17355,Table 5 Potential Research Directions: Sports and Exercise Cardiology
17356,17356,Table 1 Characteristics of the Study Population
17357,17357,Change in Various Echo Parameters Before and After PVC Ablation
17358,17358,Table 2 Predictor of Successful Epi-LAVA Elimination From Ablation at Facing Endo Site
17359,17359,"Table 3 Patients With Complete, Partial, and No Elimination of Epi-LAVA Endocardially"
17360,17360,Table 1 Demographic and ECG Parameters of Study Cohort
17361,17361,Table 2 Comparison of Demographic and Electrocardiographic Parameters on the Basis of Clinical Manifestations (Considering the Severest Event in Life)
17362,17362,Table 3 Comparison of Demographic and Electrocardiographic Parameters on the Basis of Genotype Status
17363,17363,"Table 1 Baseline Characteristics, Laboratory Data, Procedural Details, and Clinical Outcomes at 2-Year Follow-Up"
17364,17364,Table 2 Major and Minor Adverse Events Observed in Device Compared With Surgical Closure Groups
17365,17365,Table 5 Bleeding Endpoints Post-Discharge Among Patients Who Underwent CABG During Index Hospitalization and/or Within 30 Days of Randomization
17366,17366,Table 1 Characteristics of Patients With and Without Complications
17367,17367,"Table 2 Prevalence of Complications and Mortality Among Study Sample (N = 240,632)"
17368,17368,Table 3 Risk Model for Complications After ICD Implantation
17369,17369,Table 4 Parsimonious Risk Scoring System for Complications After ICD Implantation
17370,17370,Table 1 Baseline Characteristics According to Quartiles of Longitudinal Strain
17371,17371,Table 2 Percentage of Patients With Abnormal Strain ∗
17372,17372,Table 3 Baseline Characteristics According to Quartiles of Circumferential Strain
17373,17373,Table 1 Profile of Patients With Cardiac Events
17374,17374,Table 2 Imaging Parameters in Subjects With SCA
17375,17375,Table 2 Clinical Outcome of Initial and Follow-Up Testing
17376,17376,Table 3 Univariate Predictors of MACEs
17377,17377,Table 1 Clinical Characteristics of the Family
17378,17378,Table 2 Summary of Variant Filtering
17379,17379,"Table 3 The 9 Variants Shared by Individuals I-2, II-3, II-5, and II-6"
17380,17380,Table 1 Clinical Parameters and SCA
17381,17381,Table 2 Causes of Death
17382,17382,Table 3 Significant Predictors of Time to SCA
17383,17383,Table 1 Provocation Testing Dosing Protocols
17384,17384,Table 2 Practice Guidelines for Coronary Spasm Provocation Testing
17385,17385,Table 1 Baseline Characteristics
17386,17386,"Table 2 Risk Factor, Echocardiographic, and AF Severity Changes"
17387,17387,Table 3 Procedure Details
17388,17388,Table 1 Baseline Characteristics According to Use of Epinephrine
17389,17389,Table 2 Multivariate Models Testing the Association Between Use of Epinephrine and Good Neurological Outcome
17390,17390,Table 1 Clinical Characteristics of Patients With LQTS According to First β-Blocker Therapy ∗
17391,17391,Table 2 Drug-Specific Cardiac Event Rates on β-Blocker Therapy and Covariate-Adjusted Hazard Ratios Relative to Discontinuing β-Blockers ∗
17392,17392,Table 3 Genotype- and Drug-Specific First Cardiac Event ∗  Rates on β-Blocker Therapy and Covariate-Adjusted Hazard Ratios Relative to Discontinuing β-Blockers† in Patients With LQT1 and LQT2
17393,17393,Table 4 Drug-Specific Recurrent Cardiac Event Rates ∗  and Covariate-Adjusted Hazard Ratios Relative to Propranolol† Among Patients With 1 Prior Cardiac Event on β-Blockers
17394,17394,Table 1 Echocardiographic Morphological Characteristics for Determining Patient Eligibility for Percutaneous Valve Repair Therapy
17395,17395,Table 2 Characteristics of Patient Populations in MitraClip Trials/Registries
17396,17396,"Table 3 Results From Studies Evaluating Effects of Percutaneous Valve Repair on MR, Hemodynamics, and Remodeling"
17397,17397,Table 4 Results of Percutaneous Valve Repair Therapy in FMR
17398,17398,Table 5 Complications Associated With Percutaneous Valve Implantation
17399,17399,"Table 1 Patient and Procedural Characteristics (N = 2,804)"
17400,17400,Table 3 Univariate Analysis of Death
17401,17401,Table 4 Multivariate Analysis of Death
17402,17402,Table 1 Distribution of AAD Values by Quintiles
17403,17403,Table 2 Baseline Characteristics of MESA Participants According to Outcome
17404,17404,Table 3 Relationship of Proximal Aortic Stiffness to Incident Mortality
17405,17405,Table 4 Relationship of Proximal Aortic Stiffness to Incident Hard CVD
17406,17406,Table 5 Relationship Between AAD and Incident Hard CVD According to Global Framingham Risk Category
17407,17407,Table 1 Baseline Characteristics for Patients With AF According to Renal Disease at Baseline
17408,17408,"Table 2 Rates (95% CI; Number of Events) of Stroke and TE per 100 Person-Years In Patients With AF According to Renal Status, Warfarin Treatment, and CHA2DS2-VASc Score"
17409,17409,"Table 3 HR (95% CI) of Stroke and TE in Patients With AF Not Receiving Warfarin (n = 100,750 ∗ )"
17410,17410,Table 1 Characteristics of Included Studies
17411,17411,Table 2 Lifespan Gained and NNT to Gain 1 Life-Year Compared With Duration of Follow-Up After Device Implantation
17412,17412,Table 1 Baseline Characteristics of Patient Population
17413,17413,Table 2 Study Endpoints
17414,17414,"Table 1 Characteristics of All Patients, Patients Without Prior MIs by Clinical History or ECG, and Stratified by the Presence or Absence of LGE"
17415,17415,"Table 2 Imaging Characteristics of All Patients, Patients Without Prior MIs by Clinical History or ECG, and Stratified by the Presence or Absence of LGE"
17416,17416,Table 3 Univariate Analyses for Associations With Mortality Among All Patients
17417,17417,Table 4 Univariate Analyses for Associations With Mortality in Patients Without Prior MIs by History or ECG
17418,17418,"Table 5 Univariate Analyses for Associations With Mortality in Patients Without Evidence of MI by Clinical History, ECG, or LGE Imaging"
17419,17419,Table 1 Public Indoor Locations Defined as Typical and Alternative Exercise Facilities
17420,17420,Table 2 Data Analysis for All Public Indoor Location Cardiac Arrests That Occurred Prior to EMS Arrival ∗
17421,17421,Table 3 Site Incidence Rates of Cardiac Arrests
17422,17422,Comparison of Actual and Virtual VT Cycle Lengths
17423,17423,Table 4 Activities at the Time of Cardiac Arrest
17424,17424,Table 5 Data Analysis for All VF/VT Arrests in Public Indoor Locations That Occurred Prior to EMS Arrival ∗
17425,17425,Table 1 Baseline Characteristics of Unmatched and Propensity-Matched Cohorts
17426,17426,Table 2 Unmatched Data on In-Hospital Outcomes
17427,17427,Table 3 Propensity-Matched Data on In-Hospital Outcomes
17428,17428,Table 1 Recent MI Patients Prescribed a WCD
17429,17429,Table 1 Clinical Characteristics and Exercise Results of Asymptomatic ARVC Gene Carriers
17430,17430,Table 2 Summary Data Comparing Asymptomatic Gene Carriers With Healthy Control Patients
17431,17431,Table 3 Summary Data Comparing Asymptomatic Gene Carriers With Patients With Symptomatic (VT) ARVC
17432,17432,Table 1 Baseline Characteristics of the Total Cohort
17433,17433,Table 1 Baseline Characteristics
17434,17434,Table 2 Site of Origin of the 96 PVCs Targeted for Ablation and the Number Involving Patients With SHD [in Brackets]
17435,17435,"Table 3 Echocardiographic, Neurohormonal, and Clinical Response After Ablation in Patients With and Without Successful Sustained Ablation"
17436,17436,"Table 4 Predictors of Echocardiographic Response, Univariate and Multivariate Models"
17437,17437,"Table 1 Demographic and Angiographic Characteristics and Treatments of VSA Patients (N = 1,429)"
17438,17438,Table 3 Correlated Factors for MACE in VSA Patients and Assigned Score
17439,17439,Table 1 Baseline Characteristics
17440,17440,Table 2 Echocardiographic Findings
17441,17441,Table 3 Correlations Between logNT-proBNP Levels and Echocardiographic Parameters
17442,17442,Table 4 Exercise Test (n = 198)
17443,17443,Table 1 Baseline Characteristics of the Study Patients (N = 21)
17444,17444,Table 2 MiRNA Concentrations (N = 21)
17445,17445,Table 1 Baseline Characteristics of ICD Cohort
17446,17446,Correlation Between VT Cycle Lengths and MRI Characteristics
17447,17447,Table 2 CMR-LGE Scar Size of ICD Cohort
17448,17448,Table 1 Baseline Characteristics of the Study Patients
17449,17449,Table 2 Reclassification Analyses
17450,17450,Table 1 Clinical Characteristics of Study Population (N = 18)
17451,17451,Table 2 Comparison Characteristics in Patients With Persistent (>7 Days) and Long-Persistent (>12 Months of Continuous AF) AF
17452,17452,Table 1 Baseline Characteristics
17453,17453,Table 2 Predictors of All-Cause Mortality
17454,17454,Table 3 Predictors of Cardiovascular Mortality
17455,17455,Table 1 Characteristics of the Derivation and Validation Cohorts
17456,17456,Table 2 Full Model for Predictors of Survival to Hospital Discharge
17457,17457,Table 3 Final Reduced Model for Predictors of Survival to Discharge
17458,17458,"Table 2 Mean Treatment Differences for DR-IPA, C-IPA, PRU, and VASP-PRI"
17459,17459,Table 3 Prevalence of Patients With High Platelet Reactivity According to Treatment and Smoking Status
17460,17460,Table 4 Comparison of PK Parameters of the Active Metabolite of Prasugrel and the Active and Inactive Metabolites of Clopidogrel Between Smokers and Nonsmokers
17461,17461,"Table 5 DR-IPA by Treatment, Smoking, and CYP2C19 Genetically Determined Metabolizer Status"
17462,17462,Table 1 Definitions of Noncardiac Causes of Death
17463,17463,Table 2 Patient Characteristics According to Etiology of Death by Chart Review
17464,17464,Table 2 Relationship of Ventricular Ectopic Activity With Bileaflet MVP in OHCA Survivors With Ambulatory Holter Monitoring (n = 19)
17465,17465,"Table 3 Association of Patient Characteristics, Ventricular Ectopic Activity, and Bileaflet MVP With Appropriate ICD Therapies on Follow-Up"
17466,17466,Table 4 Summary of SCDs Linked to MVP Reported in the English Language
17467,17467,Table 5 Summary of OHCA and Malignant Ventricular Arrhythmias Linked to MVP Reported in the English Language
17468,17468,Table 1 Baseline Characteristics of the Study Population (N = 52)
17469,17469,Table 3 Procedural and In-Hospital Findings
17470,17470,Table 4 Follow-Up Results
17471,17471,Table 5 Individual Characteristics of Patients With Major Adverse Events at Follow-Up
17472,17472,Table 6 Echocardiographic Findings According to the Presence of New Peridevice Leaks at 6-Month Follow-Up
17473,17473,Table 7 Acute Results and Clinical Events at Latest Follow-Up of Patients Undergoing Percutaneous Closure of Left Atrial Appendage in Patients With Contraindication for Anticoagulation Therapy
17474,17474,Table 1 Effects of Exogenous NO on the Proliferation of Cardiovascular-Related Cells
17475,17475,Clinical Characteristics
17476,17476,Results of FIRM Mapping
17477,17477,Table 1 Baseline and Procedural Data of Both Patient Groups
17478,17478,Table 1 Step-by-Step Description of the TAO TAVR Procedure
17479,17479,Table 2 Baseline Characteristics of Patients
17480,17480,Table 3 Procedural and Clinical Outcomes by TAVR Approach
17481,17481,Table 1 Selected Serious Adverse Events Related to Immediate Inaccessibility to Quinidine *
17482,17482,Baseline Characteristics of Cases and Matched Control Subjects
17483,17483,Relative Risks and 95% CIs for Peripheral Artery Disease According to Level of Lp(a)
17484,17484,Relative Risks and 95% CIs for Peripheral Artery Disease According to Level of AA to MDA-LDL
17485,17485,Relative Risks and 95% CIs for Peripheral Artery Disease According to Level of IC
17486,17486,C-Statistic Values for Area Under the Receiver-Operating Characteristic Curves
17487,17487,Baseline Characteristics
17488,17488,Baseline Characteristics and Frequency of Patients With and Without Nonsystem Delays
17489,17489,Angiographic and Procedural Characteristics of Patients With and Without Nonsystem Delay
17490,17490,Door-to-Balloon Times of Patients With and Without Nonsystem Delay
17491,17491,Risk-Adjusted In-Hospital Mortality
17492,17492,Patient Characteristics
17493,17493,In-Hospital Adverse Outcomes of Patients With and Without Nonsystem Delay
17494,17494,"Clinical, Echocardiographic, and Demographic Features in 224 Children and Adolescents With HCM Who Underwent ICD Implantation for Primary or Secondary Prevention"
17495,17495,Primary Prevention Risk Factors and ICD Interventions in 188 High-Risk Children and Adolescents
17496,17496,Baseline Patient Characteristics (N = 71)
17497,17497,Event-Free Survival: Univariate and Multivariate Analysis of Potential Clinical and Echocardiographic Predictors
17498,17498,Patient Characteristics
17499,17499,Cardiovascular Magnetic Resonance Results
17500,17500,Predictors of Infarct Size in Multivariate Regression Analysis
17501,17501,Relationship of CMR Markers and Clinical Outcome at 12 Months
17502,17502,SQTS Diagnostic Criteria: Gollob Score
17503,17503,SQTS Diagnostic Criteria: Modified Gollob Score
17504,17504,Characteristics of All Patients
17505,17505,Genetic Mutations in the Pediatric Cohort
17506,17506,Comparison of Patients With Versus Without Aborted Sudden Cardiac Death
17507,17507,Baseline Characteristics of the Overall Population
17508,17508,Baseline Characteristics of the Propensity-Matched Population
17509,17509,VARC Outcomes in the Propensity-Matched Population
17510,17510,"Baseline Characteristics by Hp Genotype and Case Status Among Women Age 44 to 69 Years at Blood Draw From a Nested Case-Control Study of CHD Events in the NHS, 1990 to 2004"
17511,17511,"Multivariate RR ⁎  of CHD With 95% CIs for Hp Genotypes, Together and Stratified According to CVD Risk Factors, in a Nested Case-Control Study of CHD in Women Aged 44 to 69 Years at Blood Draw From the NHS, 1990 to 2004"
17512,17512,"Baseline Characteristics According to Hp Genotype Among Men and Women With Diabetes Aged 22 to 95 Years From the ICARE Study, 2005 to 2006 ⁎"
17513,17513,"Multivariate RR ⁎  of CHD Event with 95% CIs for Hp Genotypes, Together and Stratified by CVD Risk Factors, in a Prospective Study of Diabetic Men and Women Age 22 to 95 Years From the ICARE Study, 2005 to 2006"
17514,17514,Characteristics of Participants With Concomitant CAN Measurements and CMRI Measurements (N = 966)
17515,17515,Minimally Adjusted Association Between Indices of LV Function and R-R Variation or CAN at EDIC Year 16/17
17516,17516,Association Between Indices of LV function and R-R Variation or CAN at EDIC Year 16 to 17 After Adjustment for Traditional Cardiac Risk Factors and Glycemia
17517,17517,Multivariable Analysis of R-R Variation and CVD Risk Factors in Relation to LV Function
17518,17518,Procedural Characteristics
17519,17519,Study Population
17520,17520,Withdrawals From Therapy
17521,17521,Primary Outcome and Its Components
17522,17522,Primary Outcome and Its Components (On-Treatment Analysis)
17523,17523,Patient Characteristics and Univariate Association With Readmissions
17524,17524,Comparison of Patients With LVAD Implanted as a Bridge to Transplantation or as Destination Therapy
17525,17525,Major Primary Causes of Readmission After LVAD Implantation
17526,17526,Site of Origin of PVCs
17527,17527,Statistically Significant Univariate Variables Associated Readmissions After LVAD Implantation
17528,17528,Baseline Characteristics in Patients With and Without Incident Diabetes During Follow-up in the TNT and IDEAL Trials
17529,17529,Baseline Characteristics of the Participants
17530,17530,Sex-Specific Associations of log Zc With Measures of Diastolic Function and Ventricular-Arterial Coupling
17531,17531,Associations of Exposure Alleles With CHD Adjusted per Unit of Change in LDL-C
17532,17532,Characteristics of the Study Population
17533,17533,"Multivariate Analysis: Risk Factors for Cardiac Events (Syncope, Sudden Death, and Aborted Cardiac Arrest) Among Patients With LQT1 ⁎"
17534,17534,"Multivariate Analysis: Risk Factors for Cardiac Events (Syncope, Sudden Death and Aborted Cardiac Arrest) Among 369 patients with LQT1 and QTc <500 ms"
17535,17535,"Multivariate Analysis: Risk Factors for Cardiac Events (Syncope, Sudden Death and Aborted Cardiac Arrest) ⁎"
17536,17536,Multivariate Analysis: Risk Factors for SCD/ACA Among All Patients With LQT1 ⁎
17537,17537,Patient Characteristics
17538,17538,Univariate Predictors of Atrial Fibrillation Recurrence
17539,17539,Baseline Characteristics
17540,17540,Change in Echo Parameters After Ablation Stratified by Percentage of PVC Burden
17541,17541,Improvements in Echo Parameters and NYHA Class Post-Ablation With Percentage of Pre-Ablation PVC Burden Stratified to <22% and >22%
17542,17542,"Serial Echo Parameters and NYHA Class Before and 6 Months After Successful PVC Ablation, and 6 Months After BiV Pacing Was Turned Off"
17543,17543,Shows the Differences Between Post-PVC Ablation Responders Versus Nonresponders
17544,17544,Demographics of Unrelated Patients Referred for BrS Genetic Testing
17545,17545,Summary of Brugada Syndrome-Associated Mutations
17546,17546,Summary of Additional Rare Genetic Variants Identified in BrS Probands
17547,17547,Baseline Clinical Characteristics of Patients According to the Occurrence of Major VC Up to 30 Days
17548,17548,Procedural Characteristics According to the Occurrence of VCs Up to 30 Days
17549,17549,Management Strategies Among 64 Patients With Major VC
17550,17550,30-Day and 1-Year Event Rates According to the Occurrence of Major VC Versus No Major VC Up to 30 Days
17551,17551,30-Day and 1-Year Event Rates According to the Occurrence of Minor VC Versus No VC Up to 30 Days
17552,17552,Independent Clinical Predictors of Major VCs Within 30 Days
17553,17553,Independent Clinical Predictors of 1-Year Death After TAVR
17554,17554,"Baseline Characteristics of Patients, According to Defibrillation Testing Groups"
17555,17555,"Patient Outcomes, Intraoperatively and During Follow-Up, According to Defibrillation Testing Groups"
17556,17556,Cause of Death in the 25 Patients Who Reached the Primary Endpoint During Follow-Up
17557,17557,Patient Characteristics at Baseline
17558,17558,Characteristics of Patients With and Patients Without Recurrence of Arrhythmia
17559,17559,Patient Baseline Characteristics
17560,17560,Comparison of LA Substrate Between Normal BMI and Obese Patients
17561,17561,Patient Characteristics
